,Headline,Target
321,"""The poverty rates for African Americans and Hispanic Americans -- it’s been incredible, they’ve all reached their lowest levels in the history of our country.""",true
322,"Says Rick Scott’s ""hospital company stole millions, defrauding the military’s health care program.""",true
323,"""Mark Harris has said he would abolish the Department of Education.""",true
324,"""He even supports putting a female inmate in shackles during childbirth.""",true
325,"Says ""only one other senator from either party over the last 25 years"" has ""a worse record on bipartisanship"" than Ted Cruz.",true
326,"""Leah Vukmir OPPOSES Buy American legislation.""",true
327,"In West Virginia, ""personal income tax collections (were) up 14% from 2017.""",true
328,"""Since passage of the Tax Cuts and Jobs Act, Walmart 'increased their starting wage to $11/hr & has given about $400 million in bonuses.'""",true
329,Most of Kathy Manning’s donors are from out-of-state.,true
330,"""The national economy was strong in its largest expansion of private sector jobs before President Trump came into office.""",true
331,"""I think I received more votes in the Democratic primary than any governor in history.""",true
332,"""Close to half of the children"" in California are ""at or near poverty,"" when you consider cost-of-living.",true
333,"Says Sean Hannity told listeners of his radio show that ""Beto O’Rourke is asking for help in getting undocumented to vote.""",true
334,"Says a Josh Hawley lawsuit ""would take away important prescription drug coverage for seniors through Medicare and end all of the consumer protections under the ACA.""",true
335,Says the Trump administration transferred $10 million from FEMA to ICE.,true
336,"Says Texas ""high school graduation rates are at all-time highs.""",true
337,"""For only the second time since 2000, there are more job openings than Americans who are unemployed.""",true
338,"""This year West Virginia produced more AmeriCorps members than any other state.""",true
339,"Says he’s a ""small-town supervisor who has kept a balanced budget, who has increased surpluses, who has led us to the highest credit rating our town has ever had.""",true
340,"""If you are a gun store owner and you decide to go out of business … you right now are allowed to convert your entire gun store inventory to ‘personal use’ and once it is a personal use weapon, you can sell it without background checks.""",true
341,"""The American economy is continuing its longest monthly streak of job growth in history, with 3.9 million jobs added since President Trump was elected.""",true
342,"Says Beto O’Rourke ""has a criminal record that includes DWI and burglary arrests.""",true
343,"""Apple and Amazon already operate in many states that require levels of voter ID.""",true
344,"""I don’t take a dime of PAC money.""",true
345,"Says Leah Vukmir ""claimed the open records law didn't apply to her, got sued, lost and cost taxpayers $15,000 in legal fees.""",true
346,"""One out of every 30 people in the Greater Boston area is an illegal alien.""",true
347,"Says he’s ""never voted ‘present’ in the House instead of taking a yes or no position.",true
348,"In 2017, ICE ""arrested more than 127,000 illegal immigrants with criminal convictions or facing charges of breaking our nation's’ laws,"" and removed nearly 5,000 gang members.",true
349,"""In December of 2017, the Prince William board of supervisors had a meeting ... (Corey Stewart) skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator … You haven't disavowed Roy Moore's name yet.""",true
350,"""Let’s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents"" due to the Trump administration’s zero-tolerance policy.",true
351,"""The Railroad Commission of Texas has nothing to do with railroads.""",true
352,"""The three wealthiest people"" own ""more wealth than the bottom half of the American people.""",true
353,"Since 2014, ""each year, (NATO) nations have been increasing their contributions.""",true
354,"""There isn't a system"" for reuniting families separated under Trump’s zero tolerance border policy.",true
355,"""Migrant mother and ‘crying girl’ on Time cover never separated.""",true
356,"""Since taking office, we have enacted more than $8 billion in cumulative tax relief.""",true
357,"""Under Emanuel, CPS has become the most understaffed school district in Illinois.""",true
358,"""When you tally up their representation in Congress and governorships, the Democrats almost have their lowest representation in about 100 years.""",true
359,"Says most of Austin’s biggest parks have recycling though as ""many as 293 out of 300"" Austin city ""parks have no recycling, including almost every neighborhood park.""",true
360,"""Ohio's (payday lending) laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",true
361,"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""",true
